%SeriesCode,Period,Value
DSERRG,1990M11,55.776
DSERRG,1990M12,55.843
DSERRG,1991M01,56.134
DSERRG,1991M02,56.261
DSERRG,1991M03,56.379
DSERRG,1991M04,56.446
DSERRG,1991M05,56.728
DSERRG,1991M06,56.892
DSERRG,1991M07,57.056
DSERRG,1991M08,57.217
DSERRG,1991M09,57.471
DSERRG,1991M10,57.642
DSERRG,1991M11,57.721
DSERRG,1991M12,57.954
DSERRG,1992M01,58.131
DSERRG,1992M02,58.315
DSERRG,1992M03,58.488
DSERRG,1992M04,58.709
DSERRG,1992M05,58.778
DSERRG,1992M06,58.863
DSERRG,1992M07,59.103
DSERRG,1992M08,59.176
DSERRG,1992M09,59.327
DSERRG,1992M10,59.621
DSERRG,1992M11,59.775
DSERRG,1992M12,59.928
DSERRG,1993M01,60.143
DSERRG,1993M02,60.231
DSERRG,1993M03,60.458
DSERRG,1993M04,60.652
DSERRG,1993M05,60.960
DSERRG,1993M06,61.058
DSERRG,1993M07,61.208
DSERRG,1993M08,61.336
DSERRG,1993M09,61.507
DSERRG,1993M10,61.610
DSERRG,1993M11,61.737
DSERRG,1993M12,61.809
DSERRG,1994M01,61.891
DSERRG,1994M02,62.100
DSERRG,1994M03,62.335
DSERRG,1994M04,62.414
DSERRG,1994M05,62.525
DSERRG,1994M06,62.655
DSERRG,1994M07,62.796
DSERRG,1994M08,62.911
DSERRG,1994M09,63.012
DSERRG,1994M10,63.209
DSERRG,1994M11,63.354
DSERRG,1994M12,63.424
DSERRG,1995M01,63.599
DSERRG,1995M02,63.775
DSERRG,1995M03,63.955
DSERRG,1995M04,64.131
DSERRG,1995M05,64.301
DSERRG,1995M06,64.427
DSERRG,1995M07,64.538
DSERRG,1995M08,64.724
DSERRG,1995M09,64.811
DSERRG,1995M10,65.035
DSERRG,1995M11,65.120
DSERRG,1995M12,65.238
DSERRG,1996M01,65.322
DSERRG,1996M02,65.443
DSERRG,1996M03,65.591
DSERRG,1996M04,65.794
DSERRG,1996M05,66.011
DSERRG,1996M06,66.124
DSERRG,1996M07,66.325
DSERRG,1996M08,66.472
DSERRG,1996M09,66.684
DSERRG,1996M10,66.904
DSERRG,1996M11,67.049
DSERRG,1996M12,67.158
DSERRG,1997M01,67.275
DSERRG,1997M02,67.460
DSERRG,1997M03,67.640
DSERRG,1997M04,67.811
DSERRG,1997M05,67.876
DSERRG,1997M06,68.114
DSERRG,1997M07,68.216
DSERRG,1997M08,68.273
DSERRG,1997M09,68.483
DSERRG,1997M10,68.627
DSERRG,1997M11,68.736
DSERRG,1997M12,68.777
DSERRG,1998M01,68.909
DSERRG,1998M02,68.992
DSERRG,1998M03,69.171
DSERRG,1998M04,69.287
DSERRG,1998M05,69.436
DSERRG,1998M06,69.395
DSERRG,1998M07,69.603
DSERRG,1998M08,69.764
DSERRG,1998M09,69.793
DSERRG,1998M10,69.997
DSERRG,1998M11,70.070
DSERRG,1998M12,70.169
DSERRG,1999M01,70.288
DSERRG,1999M02,70.397
DSERRG,1999M03,70.538
DSERRG,1999M04,70.625
DSERRG,1999M05,70.750
DSERRG,1999M06,70.799
DSERRG,1999M07,70.969
DSERRG,1999M08,71.080
DSERRG,1999M09,71.292
DSERRG,1999M10,71.472
DSERRG,1999M11,71.639
DSERRG,1999M12,71.793
DSERRG,2000M01,72.064
DSERRG,2000M02,72.288
DSERRG,2000M03,72.412
DSERRG,2000M04,72.428
DSERRG,2000M05,72.553
DSERRG,2000M06,72.736
DSERRG,2000M07,72.972
DSERRG,2000M08,73.157
DSERRG,2000M09,73.373
DSERRG,2000M10,73.630
DSERRG,2000M11,73.735
DSERRG,2000M12,73.905
DSERRG,2001M01,74.380
DSERRG,2001M02,74.551
DSERRG,2001M03,74.693
DSERRG,2001M04,74.838
DSERRG,2001M05,75.011
DSERRG,2001M06,75.209
DSERRG,2001M07,75.370
DSERRG,2001M08,75.535
DSERRG,2001M09,74.993
DSERRG,2001M10,75.657
DSERRG,2001M11,75.859
DSERRG,2001M12,75.958
DSERRG,2002M01,76.026
DSERRG,2002M02,76.239
DSERRG,2002M03,76.427
DSERRG,2002M04,76.650
DSERRG,2002M05,76.846
DSERRG,2002M06,77.014
DSERRG,2002M07,77.233
DSERRG,2002M08,77.414
DSERRG,2002M09,77.632
DSERRG,2002M10,77.821
DSERRG,2002M11,77.990
DSERRG,2002M12,78.179
DSERRG,2003M01,78.337
DSERRG,2003M02,78.580
DSERRG,2003M03,78.915
DSERRG,2003M04,79.029
DSERRG,2003M05,79.295
DSERRG,2003M06,79.384
DSERRG,2003M07,79.592
DSERRG,2003M08,79.787
DSERRG,2003M09,79.987
DSERRG,2003M10,80.206
DSERRG,2003M11,80.386
DSERRG,2003M12,80.579
DSERRG,2004M01,80.891
DSERRG,2004M02,81.082
DSERRG,2004M03,81.219
DSERRG,2004M04,81.488
DSERRG,2004M05,81.658
DSERRG,2004M06,81.877
DSERRG,2004M07,82.101
DSERRG,2004M08,82.276
DSERRG,2004M09,82.454
DSERRG,2004M10,82.593
DSERRG,2004M11,82.875
DSERRG,2004M12,83.060
DSERRG,2005M01,83.421
DSERRG,2005M02,83.641
DSERRG,2005M03,83.907
DSERRG,2005M04,84.104
DSERRG,2005M05,84.278
DSERRG,2005M06,84.418
DSERRG,2005M07,84.664
DSERRG,2005M08,84.833
DSERRG,2005M09,85.190
DSERRG,2005M10,85.635
DSERRG,2005M11,85.956
DSERRG,2005M12,86.033
DSERRG,2006M01,86.381
DSERRG,2006M02,86.586
DSERRG,2006M03,86.790
DSERRG,2006M04,87.031
DSERRG,2006M05,87.282
DSERRG,2006M06,87.584
DSERRG,2006M07,87.766
DSERRG,2006M08,87.988
DSERRG,2006M09,88.230
DSERRG,2006M10,88.385
DSERRG,2006M11,88.578
DSERRG,2006M12,88.791
DSERRG,2007M01,89.287
DSERRG,2007M02,89.560
DSERRG,2007M03,89.763
DSERRG,2007M04,89.949
DSERRG,2007M05,90.099
DSERRG,2007M06,90.352
DSERRG,2007M07,90.545
DSERRG,2007M08,90.785
DSERRG,2007M09,91.100
DSERRG,2007M10,91.360
DSERRG,2007M11,91.582
DSERRG,2007M12,91.815
DSERRG,2008M01,92.023
DSERRG,2008M02,92.231
DSERRG,2008M03,92.542
DSERRG,2008M04,92.765
DSERRG,2008M05,93.131
DSERRG,2008M06,93.448
DSERRG,2008M07,93.679
DSERRG,2008M08,93.780
DSERRG,2008M09,93.867
DSERRG,2008M10,93.772
DSERRG,2008M11,93.772
DSERRG,2008M12,93.806
DSERRG,2009M01,93.768
DSERRG,2009M02,93.759
DSERRG,2009M03,93.716
DSERRG,2009M04,93.794
DSERRG,2009M05,93.861
DSERRG,2009M06,93.990
DSERRG,2009M07,94.113
DSERRG,2009M08,94.320
DSERRG,2009M09,94.436
DSERRG,2009M10,94.869
DSERRG,2009M11,95.031
DSERRG,2009M12,95.111
DSERRG,2010M01,95.286
DSERRG,2010M02,95.384
DSERRG,2010M03,95.580
DSERRG,2010M04,95.717
DSERRG,2010M05,95.879
DSERRG,2010M06,95.945
DSERRG,2010M07,96.027
DSERRG,2010M08,96.130
DSERRG,2010M09,96.172
DSERRG,2010M10,96.358
DSERRG,2010M11,96.467
DSERRG,2010M12,96.541
DSERRG,2011M01,96.768
DSERRG,2011M02,96.972
DSERRG,2011M03,97.191
DSERRG,2011M04,97.405
DSERRG,2011M05,97.654
DSERRG,2011M06,97.744
DSERRG,2011M07,97.941
DSERRG,2011M08,98.176
DSERRG,2011M09,98.314
DSERRG,2011M10,98.336
DSERRG,2011M11,98.538
DSERRG,2011M12,98.735
DSERRG,2012M01,99.065
DSERRG,2012M02,99.256
DSERRG,2012M03,99.410
DSERRG,2012M04,99.623
DSERRG,2012M05,99.740
DSERRG,2012M06,99.909
DSERRG,2012M07,100.032
DSERRG,2012M08,100.194
DSERRG,2012M09,100.346
DSERRG,2012M10,100.636
DSERRG,2012M11,100.811
DSERRG,2012M12,100.977
DSERRG,2013M01,101.218
DSERRG,2013M02,101.427
DSERRG,2013M03,101.613
DSERRG,2013M04,101.792
DSERRG,2013M05,102.006
DSERRG,2013M06,102.218
DSERRG,2013M07,102.389
DSERRG,2013M08,102.552
DSERRG,2013M09,102.743
DSERRG,2013M10,103.036
DSERRG,2013M11,103.276
DSERRG,2013M12,103.522
DSERRG,2014M01,103.713
DSERRG,2014M02,103.840
DSERRG,2014M03,104.208
DSERRG,2014M04,104.369
DSERRG,2014M05,104.639
DSERRG,2014M06,104.766
DSERRG,2014M07,105.017
DSERRG,2014M08,105.121
DSERRG,2014M09,105.269
DSERRG,2014M10,105.361
DSERRG,2014M11,105.578
DSERRG,2014M12,105.770
DSERRG,2015M01,105.814
DSERRG,2015M02,105.903
DSERRG,2015M03,106.074
DSERRG,2015M04,106.270
DSERRG,2015M05,106.431
DSERRG,2015M06,106.682
DSERRG,2015M07,106.840
DSERRG,2015M08,107.015
DSERRG,2015M09,107.156
DSERRG,2015M10,107.223
DSERRG,2015M11,107.397
DSERRG,2015M12,107.529
DSERRG,2016M01,107.812
DSERRG,2016M02,107.980
DSERRG,2016M03,108.233
DSERRG,2016M04,108.520
DSERRG,2016M05,108.820
DSERRG,2016M06,109.074
DSERRG,2016M07,109.387
DSERRG,2016M08,109.635
DSERRG,2016M09,109.770
DSERRG,2016M10,110.020
DSERRG,2016M11,110.235
DSERRG,2016M12,110.431
DSERRG,2017M01,110.697
DSERRG,2017M02,110.925
DSERRG,2017M03,110.888
DSERRG,2017M04,111.286
DSERRG,2017M05,111.537
DSERRG,2017M06,111.766
DSERRG,2017M07,111.868
DSERRG,2017M08,112.113
DSERRG,2017M09,112.393
DSERRG,2017M10,112.758
DSERRG,2017M11,112.972
DSERRG,2017M12,113.212
DSERRG,2018M01,113.504
DSERRG,2018M02,113.839
DSERRG,2018M03,114.154
DSERRG,2018M04,114.358
DSERRG,2018M05,114.679
DSERRG,2018M06,114.911
DSERRG,2018M07,115.134
DSERRG,2018M08,115.333
DSERRG,2018M09,115.601
DSERRG,2018M10,115.793
DSERRG,2018M11,116.105
DSERRG,2018M12,116.476
DSERRG,2019M01,116.412
DSERRG,2019M02,116.581
DSERRG,2019M03,116.821
DSERRG,2019M04,117.245
DSERRG,2019M05,117.410
DSERRG,2019M06,117.653
DSERRG,2019M07,117.964
DSERRG,2019M08,118.174
DSERRG,2019M09,118.324
DSERRG,2019M10,118.563
DSERRG,2019M11,118.707
DSERRG,2019M12,119.073
DSERRG,2020M01,119.312
DSERRG,2020M02,119.524
DSERRG,2020M03,119.533
DSERRG,2020M04,119.265
DSERRG,2020M05,119.577
DSERRG,2020M06,119.838
DSERRG,2020M07,120.057
DSERRG,2020M08,120.338
DSERRG,2020M09,120.743
DSERRG,2020M10,120.902
DSERRG,2020M11,120.929
DSERRG,2020M12,121.387
DSERRG,2021M01,121.596
DPCCRG,1959M01,16.727
DPCCRG,1959M02,16.740
DPCCRG,1959M03,16.759
DPCCRG,1959M04,16.801
DPCCRG,1959M05,16.822
DPCCRG,1959M06,16.871
DPCCRG,1959M07,16.911
DPCCRG,1959M08,16.938
DPCCRG,1959M09,16.983
DPCCRG,1959M10,17.012
DPCCRG,1959M11,17.043
DPCCRG,1959M12,17.069
DPCCRG,1960M01,17.073
DPCCRG,1960M02,17.105
DPCCRG,1960M03,17.107
DPCCRG,1960M04,17.138
DPCCRG,1960M05,17.166
DPCCRG,1960M06,17.176
DPCCRG,1960M07,17.206
DPCCRG,1960M08,17.231
DPCCRG,1960M09,17.244
DPCCRG,1960M10,17.255
DPCCRG,1960M11,17.301
DPCCRG,1960M12,17.295
DPCCRG,1961M01,17.300
DPCCRG,1961M02,17.317
DPCCRG,1961M03,17.322
DPCCRG,1961M04,17.346
DPCCRG,1961M05,17.369
DPCCRG,1961M06,17.395
DPCCRG,1961M07,17.422
DPCCRG,1961M08,17.440
DPCCRG,1961M09,17.475
DPCCRG,1961M10,17.481
DPCCRG,1961M11,17.483
DPCCRG,1961M12,17.499
DPCCRG,1962M01,17.519
DPCCRG,1962M02,17.548
DPCCRG,1962M03,17.589
DPCCRG,1962M04,17.593
DPCCRG,1962M05,17.617
DPCCRG,1962M06,17.649
DPCCRG,1962M07,17.664
DPCCRG,1962M08,17.667
DPCCRG,1962M09,17.702
DPCCRG,1962M10,17.701
DPCCRG,1962M11,17.713
DPCCRG,1962M12,17.718
DPCCRG,1963M01,17.753
DPCCRG,1963M02,17.773
DPCCRG,1963M03,17.783
DPCCRG,1963M04,17.805
DPCCRG,1963M05,17.837
DPCCRG,1963M06,17.868
DPCCRG,1963M07,17.884
DPCCRG,1963M08,17.900
DPCCRG,1963M09,17.932
DPCCRG,1963M10,17.972
DPCCRG,1963M11,17.989
DPCCRG,1963M12,18.014
DPCCRG,1964M01,18.039
DPCCRG,1964M02,18.074
DPCCRG,1964M03,18.090
DPCCRG,1964M04,18.107
DPCCRG,1964M05,18.123
DPCCRG,1964M06,18.136
DPCCRG,1964M07,18.154
DPCCRG,1964M08,18.177
DPCCRG,1964M09,18.185
DPCCRG,1964M10,18.192
DPCCRG,1964M11,18.218
DPCCRG,1964M12,18.244
DPCCRG,1965M01,18.268
DPCCRG,1965M02,18.291
DPCCRG,1965M03,18.301
DPCCRG,1965M04,18.323
DPCCRG,1965M05,18.357
DPCCRG,1965M06,18.352
DPCCRG,1965M07,18.370
DPCCRG,1965M08,18.405
DPCCRG,1965M09,18.427
DPCCRG,1965M10,18.420
DPCCRG,1965M11,18.455
DPCCRG,1965M12,18.511
DPCCRG,1966M01,18.516
DPCCRG,1966M02,18.562
DPCCRG,1966M03,18.585
DPCCRG,1966M04,18.651
DPCCRG,1966M05,18.701
DPCCRG,1966M06,18.762
DPCCRG,1966M07,18.817
DPCCRG,1966M08,18.852
DPCCRG,1966M09,18.909
DPCCRG,1966M10,18.971
DPCCRG,1966M11,19.019
DPCCRG,1966M12,19.077
DPCCRG,1967M01,19.095
DPCCRG,1967M02,19.129
DPCCRG,1967M03,19.158
DPCCRG,1967M04,19.211
DPCCRG,1967M05,19.253
DPCCRG,1967M06,19.302
DPCCRG,1967M07,19.368
DPCCRG,1967M08,19.427
DPCCRG,1967M09,19.496
DPCCRG,1967M10,19.569
DPCCRG,1967M11,19.631
DPCCRG,1967M12,19.679
DPCCRG,1968M01,19.766
DPCCRG,1968M02,19.852
DPCCRG,1968M03,19.931
DPCCRG,1968M04,20.004
DPCCRG,1968M05,20.080
DPCCRG,1968M06,20.158
DPCCRG,1968M07,20.225
DPCCRG,1968M08,20.304
DPCCRG,1968M09,20.387
DPCCRG,1968M10,20.469
DPCCRG,1968M11,20.546
DPCCRG,1968M12,20.609
DPCCRG,1969M01,20.687
DPCCRG,1969M02,20.757
DPCCRG,1969M03,20.854
DPCCRG,1969M04,20.935
DPCCRG,1969M05,21.018
DPCCRG,1969M06,21.091
DPCCRG,1969M07,21.189
DPCCRG,1969M08,21.249
DPCCRG,1969M09,21.334
DPCCRG,1969M10,21.425
DPCCRG,1969M11,21.507
DPCCRG,1969M12,21.587
DPCCRG,1970M01,21.659
DPCCRG,1970M02,21.742
DPCCRG,1970M03,21.823
DPCCRG,1970M04,21.909
DPCCRG,1970M05,21.986
DPCCRG,1970M06,22.066
DPCCRG,1970M07,22.149
DPCCRG,1970M08,22.226
DPCCRG,1970M09,22.319
DPCCRG,1970M10,22.429
DPCCRG,1970M11,22.544
DPCCRG,1970M12,22.658
DPCCRG,1971M01,22.747
DPCCRG,1971M02,22.834
DPCCRG,1971M03,22.907
DPCCRG,1971M04,22.992
DPCCRG,1971M05,23.093
DPCCRG,1971M06,23.184
DPCCRG,1971M07,23.273
DPCCRG,1971M08,23.305
DPCCRG,1971M09,23.344
DPCCRG,1971M10,23.381
DPCCRG,1971M11,23.433
DPCCRG,1971M12,23.507
DPCCRG,1972M01,23.607
DPCCRG,1972M02,23.671
DPCCRG,1972M03,23.717
DPCCRG,1972M04,23.772
DPCCRG,1972M05,23.828
DPCCRG,1972M06,23.875
DPCCRG,1972M07,23.944
DPCCRG,1972M08,23.994
DPCCRG,1972M09,24.075
DPCCRG,1972M10,24.088
DPCCRG,1972M11,24.152
DPCCRG,1972M12,24.225
DPCCRG,1973M01,24.240
DPCCRG,1973M02,24.316
DPCCRG,1973M03,24.414
DPCCRG,1973M04,24.556
DPCCRG,1973M05,24.651
DPCCRG,1973M06,24.757
DPCCRG,1973M07,24.863
DPCCRG,1973M08,24.979
DPCCRG,1973M09,25.105
DPCCRG,1973M10,25.202
DPCCRG,1973M11,25.324
DPCCRG,1973M12,25.464
DPCCRG,1974M01,25.589
DPCCRG,1974M02,25.753
DPCCRG,1974M03,25.953
DPCCRG,1974M04,26.147
DPCCRG,1974M05,26.398
DPCCRG,1974M06,26.670
DPCCRG,1974M07,26.906
DPCCRG,1974M08,27.165
DPCCRG,1974M09,27.409
DPCCRG,1974M10,27.623
DPCCRG,1974M11,27.825
DPCCRG,1974M12,28.021
DPCCRG,1975M01,28.185
DPCCRG,1975M02,28.384
DPCCRG,1975M03,28.533
DPCCRG,1975M04,28.671
DPCCRG,1975M05,28.793
DPCCRG,1975M06,28.933
DPCCRG,1975M07,29.112
DPCCRG,1975M08,29.212
DPCCRG,1975M09,29.371
DPCCRG,1975M10,29.517
DPCCRG,1975M11,29.713
DPCCRG,1975M12,29.893
DPCCRG,1976M01,30.046
DPCCRG,1976M02,30.166
DPCCRG,1976M03,30.266
DPCCRG,1976M04,30.384
DPCCRG,1976M05,30.527
DPCCRG,1976M06,30.651
DPCCRG,1976M07,30.820
DPCCRG,1976M08,30.997
DPCCRG,1976M09,31.179
DPCCRG,1976M10,31.332
DPCCRG,1976M11,31.475
DPCCRG,1976M12,31.645
DPCCRG,1977M01,31.838
DPCCRG,1977M02,32.033
DPCCRG,1977M03,32.169
DPCCRG,1977M04,32.329
DPCCRG,1977M05,32.494
DPCCRG,1977M06,32.687
DPCCRG,1977M07,32.890
DPCCRG,1977M08,33.051
DPCCRG,1977M09,33.190
DPCCRG,1977M10,33.351
DPCCRG,1977M11,33.524
DPCCRG,1977M12,33.697
DPCCRG,1978M01,33.899
DPCCRG,1978M02,34.029
DPCCRG,1978M03,34.213
DPCCRG,1978M04,34.435
DPCCRG,1978M05,34.637
DPCCRG,1978M06,34.831
DPCCRG,1978M07,35.035
DPCCRG,1978M08,35.224
DPCCRG,1978M09,35.426
DPCCRG,1978M10,35.686
DPCCRG,1978M11,35.878
DPCCRG,1978M12,36.018
DPCCRG,1979M01,36.203
DPCCRG,1979M02,36.321
DPCCRG,1979M03,36.530
DPCCRG,1979M04,36.867
DPCCRG,1979M05,37.187
DPCCRG,1979M06,37.396
DPCCRG,1979M07,37.583
DPCCRG,1979M08,37.833
DPCCRG,1979M09,38.091
DPCCRG,1979M10,38.369
DPCCRG,1979M11,38.615
DPCCRG,1979M12,38.892
DPCCRG,1980M01,39.187
DPCCRG,1980M02,39.578
DPCCRG,1980M03,39.945
DPCCRG,1980M04,40.150
DPCCRG,1980M05,40.473
DPCCRG,1980M06,40.742
DPCCRG,1980M07,41.028
DPCCRG,1980M08,41.325
DPCCRG,1980M09,41.714
DPCCRG,1980M10,42.058
DPCCRG,1980M11,42.389
DPCCRG,1980M12,42.644
DPCCRG,1981M01,43.013
DPCCRG,1981M02,43.328
DPCCRG,1981M03,43.568
DPCCRG,1981M04,43.847
DPCCRG,1981M05,44.148
DPCCRG,1981M06,44.369
DPCCRG,1981M07,44.636
DPCCRG,1981M08,44.936
DPCCRG,1981M09,45.230
DPCCRG,1981M10,45.499
DPCCRG,1981M11,45.765
DPCCRG,1981M12,45.934
DPCCRG,1982M01,46.216
DPCCRG,1982M02,46.395
DPCCRG,1982M03,46.597
DPCCRG,1982M04,46.781
DPCCRG,1982M05,47.037
DPCCRG,1982M06,47.273
DPCCRG,1982M07,47.579
DPCCRG,1982M08,47.798
DPCCRG,1982M09,47.975
DPCCRG,1982M10,48.279
DPCCRG,1982M11,48.458
DPCCRG,1982M12,48.612
DPCCRG,1983M01,48.945
DPCCRG,1983M02,49.126
DPCCRG,1983M03,49.188
DPCCRG,1983M04,49.337
DPCCRG,1983M05,49.408
DPCCRG,1983M06,49.639
DPCCRG,1983M07,49.973
DPCCRG,1983M08,50.231
DPCCRG,1983M09,50.434
DPCCRG,1983M10,50.523
DPCCRG,1983M11,50.641
DPCCRG,1983M12,50.679
DPCCRG,1984M01,50.848
DPCCRG,1984M02,51.168
DPCCRG,1984M03,51.362
DPCCRG,1984M04,51.604
DPCCRG,1984M05,51.724
DPCCRG,1984M06,51.845
DPCCRG,1984M07,52.069
DPCCRG,1984M08,52.241
DPCCRG,1984M09,52.321
DPCCRG,1984M10,52.438
DPCCRG,1984M11,52.549
DPCCRG,1984M12,52.757
DPCCRG,1985M01,53.053
DPCCRG,1985M02,53.328
DPCCRG,1985M03,53.515
DPCCRG,1985M04,53.579
DPCCRG,1985M05,53.764
DPCCRG,1985M06,53.941
DPCCRG,1985M07,54.099
DPCCRG,1985M08,54.364
DPCCRG,1985M09,54.477
DPCCRG,1985M10,54.564
DPCCRG,1985M11,54.698
DPCCRG,1985M12,54.847
DPCCRG,1986M01,55.143
DPCCRG,1986M02,55.286
DPCCRG,1986M03,55.454
DPCCRG,1986M04,55.554
DPCCRG,1986M05,55.649
DPCCRG,1986M06,55.816
DPCCRG,1986M07,55.917
DPCCRG,1986M08,56.032
DPCCRG,1986M09,56.216
DPCCRG,1986M10,56.407
DPCCRG,1986M11,56.526
DPCCRG,1986M12,56.599
DPCCRG,1987M01,56.733
DPCCRG,1987M02,56.847
DPCCRG,1987M03,57.015
DPCCRG,1987M04,57.257
DPCCRG,1987M05,57.417
DPCCRG,1987M06,57.575
DPCCRG,1987M07,57.724
DPCCRG,1987M08,57.918
DPCCRG,1987M09,58.148
DPCCRG,1987M10,58.396
DPCCRG,1987M11,58.519
DPCCRG,1987M12,58.642
DPCCRG,1988M01,58.919
DPCCRG,1988M02,59.040
DPCCRG,1988M03,59.292
DPCCRG,1988M04,59.581
DPCCRG,1988M05,59.784
DPCCRG,1988M06,60.036
DPCCRG,1988M07,60.281
DPCCRG,1988M08,60.430
DPCCRG,1988M09,60.755
DPCCRG,1988M10,60.986
DPCCRG,1988M11,61.153
DPCCRG,1988M12,61.356
DPCCRG,1989M01,61.666
DPCCRG,1989M02,61.823
DPCCRG,1989M03,62.008
DPCCRG,1989M04,62.215
DPCCRG,1989M05,62.401
DPCCRG,1989M06,62.567
DPCCRG,1989M07,62.728
DPCCRG,1989M08,62.816
DPCCRG,1989M09,63.034
DPCCRG,1989M10,63.262
DPCCRG,1989M11,63.430
DPCCRG,1989M12,63.611
DPCCRG,1990M01,63.856
DPCCRG,1990M02,64.166
DPCCRG,1990M03,64.474
DPCCRG,1990M04,64.666
DPCCRG,1990M05,64.864
DPCCRG,1990M06,65.116
DPCCRG,1990M07,65.280
DPCCRG,1990M08,65.552
DPCCRG,1990M09,65.781
DPCCRG,1990M10,66.004
DPCCRG,1990M11,66.083
DPCCRG,1990M12,66.176
DPCCRG,1991M01,66.506
DPCCRG,1991M02,66.689
DPCCRG,1991M03,66.828
DPCCRG,1991M04,66.961
DPCCRG,1991M05,67.229
DPCCRG,1991M06,67.374
DPCCRG,1991M07,67.579
DPCCRG,1991M08,67.765
DPCCRG,1991M09,68.036
DPCCRG,1991M10,68.186
DPCCRG,1991M11,68.313
DPCCRG,1991M12,68.482
DPCCRG,1992M01,68.667
DPCCRG,1992M02,68.854
DPCCRG,1992M03,69.026
DPCCRG,1992M04,69.252
DPCCRG,1992M05,69.350
DPCCRG,1992M06,69.404
DPCCRG,1992M07,69.666
DPCCRG,1992M08,69.730
DPCCRG,1992M09,69.843
DPCCRG,1992M10,70.112
DPCCRG,1992M11,70.265
DPCCRG,1992M12,70.395
DPCCRG,1993M01,70.600
DPCCRG,1993M02,70.735
DPCCRG,1993M03,70.889
DPCCRG,1993M04,71.095
DPCCRG,1993M05,71.336
DPCCRG,1993M06,71.404
DPCCRG,1993M07,71.552
DPCCRG,1993M08,71.686
DPCCRG,1993M09,71.793
DPCCRG,1993M10,71.912
DPCCRG,1993M11,72.097
DPCCRG,1993M12,72.129
DPCCRG,1994M01,72.186
DPCCRG,1994M02,72.342
DPCCRG,1994M03,72.589
DPCCRG,1994M04,72.698
DPCCRG,1994M05,72.860
DPCCRG,1994M06,73.021
DPCCRG,1994M07,73.175
DPCCRG,1994M08,73.257
DPCCRG,1994M09,73.368
DPCCRG,1994M10,73.540
DPCCRG,1994M11,73.675
DPCCRG,1994M12,73.700
DPCCRG,1995M01,73.883
DPCCRG,1995M02,74.004
DPCCRG,1995M03,74.186
DPCCRG,1995M04,74.358
DPCCRG,1995M05,74.485
DPCCRG,1995M06,74.549
DPCCRG,1995M07,74.667
DPCCRG,1995M08,74.846
DPCCRG,1995M09,74.945
DPCCRG,1995M10,75.127
DPCCRG,1995M11,75.175
DPCCRG,1995M12,75.281
DPCCRG,1996M01,75.366
DPCCRG,1996M02,75.464
DPCCRG,1996M03,75.639
DPCCRG,1996M04,75.741
DPCCRG,1996M05,75.873
DPCCRG,1996M06,75.931
DPCCRG,1996M07,76.074
DPCCRG,1996M08,76.140
DPCCRG,1996M09,76.370
DPCCRG,1996M10,76.552
DPCCRG,1996M11,76.652
DPCCRG,1996M12,76.682
DPCCRG,1997M01,76.763
DPCCRG,1997M02,76.921
DPCCRG,1997M03,77.105
DPCCRG,1997M04,77.255
DPCCRG,1997M05,77.312
DPCCRG,1997M06,77.426
DPCCRG,1997M07,77.478
DPCCRG,1997M08,77.448
DPCCRG,1997M09,77.608
DPCCRG,1997M10,77.726
DPCCRG,1997M11,77.750
DPCCRG,1997M12,77.794
DPCCRG,1998M01,77.914
DPCCRG,1998M02,77.980
DPCCRG,1998M03,78.063
DPCCRG,1998M04,78.207
DPCCRG,1998M05,78.283
DPCCRG,1998M06,78.184
DPCCRG,1998M07,78.405
DPCCRG,1998M08,78.558
DPCCRG,1998M09,78.545
DPCCRG,1998M10,78.698
DPCCRG,1998M11,78.711
DPCCRG,1998M12,78.847
DPCCRG,1999M01,78.998
DPCCRG,1999M02,78.999
DPCCRG,1999M03,79.026
DPCCRG,1999M04,79.210
DPCCRG,1999M05,79.272
DPCCRG,1999M06,79.306
DPCCRG,1999M07,79.446
DPCCRG,1999M08,79.480
DPCCRG,1999M09,79.683
DPCCRG,1999M10,79.809
DPCCRG,1999M11,79.884
DPCCRG,1999M12,79.992
DPCCRG,2000M01,80.196
DPCCRG,2000M02,80.321
DPCCRG,2000M03,80.483
DPCCRG,2000M04,80.522
DPCCRG,2000M05,80.597
DPCCRG,2000M06,80.647
DPCCRG,2000M07,80.823
DPCCRG,2000M08,80.921
DPCCRG,2000M09,81.116
DPCCRG,2000M10,81.234
DPCCRG,2000M11,81.367
DPCCRG,2000M12,81.425
DPCCRG,2001M01,81.698
DPCCRG,2001M02,81.827
DPCCRG,2001M03,81.909
DPCCRG,2001M04,82.044
DPCCRG,2001M05,82.067
DPCCRG,2001M06,82.253
DPCCRG,2001M07,82.465
DPCCRG,2001M08,82.511
DPCCRG,2001M09,82.049
DPCCRG,2001M10,82.637
DPCCRG,2001M11,82.810
DPCCRG,2001M12,82.829
DPCCRG,2002M01,82.862
DPCCRG,2002M02,83.017
DPCCRG,2002M03,83.120
DPCCRG,2002M04,83.366
DPCCRG,2002M05,83.465
DPCCRG,2002M06,83.594
DPCCRG,2002M07,83.745
DPCCRG,2002M08,83.900
DPCCRG,2002M09,84.033
DPCCRG,2002M10,84.109
DPCCRG,2002M11,84.191
DPCCRG,2002M12,84.260
DPCCRG,2003M01,84.293
DPCCRG,2003M02,84.383
DPCCRG,2003M03,84.492
DPCCRG,2003M04,84.558
DPCCRG,2003M05,84.660
